"EstablishmentID","InspectionID","EstablishmentName","PlaceName","Address","Address2","City","State","Zip","TypeDescription","Latitude","Longitude","InspectionDate","Score","Grade","NameSearch","Intersection"
"29928","1412716","BROADWAY FOOD MART"," ","4132 W BROADWAY","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2498000","-85.8208000","2018-09-13 00:00:00","91","A","BROADWAYFOODMART",""
"29928","1412717","BROADWAY FOOD MART"," ","4132 W BROADWAY","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2498000","-85.8208000","2018-09-13 00:00:00","93","","BROADWAYFOODMART",""
"29956","1336027","CVS #6211"," ","3721 LEXINGTON RD","","LOUISVILLE","KY","40207","PRE-PACKAGED RETAIL","38.2525000","-85.6600000","2017-11-09 00:00:00","100","","CVS",""
"29967","1351215","NEIGHBORHOOD FOOD MART"," ","542 LAMPTON ST","","LOUISVILLE","KY","40203","SUPERMARKET WITH PROCESSING","38.2416000","-85.7443000","2018-01-17 00:00:00","86","","NEIGHBORHOODFOODMART",""
"29979","1335871","CIRCLE K #75"," ","1630 ARTHUR ST","","LOUISVILLE","KY","40217","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2227000","-85.7519000","2017-11-08 00:00:00","96","A","CIRCLEK",""
"29979","1335872","CIRCLE K #75"," ","1630 ARTHUR ST","","LOUISVILLE","KY","40217","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2227000","-85.7519000","2017-11-08 00:00:00","92","","CIRCLEK",""
"29979","1366695","CIRCLE K #75"," ","1630 ARTHUR ST","","LOUISVILLE","KY","40217","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2227000","-85.7519000","2018-03-21 00:00:00","94","A","CIRCLEK",""
"29979","1366696","CIRCLE K #75"," ","1630 ARTHUR ST","","LOUISVILLE","KY","40217","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2227000","-85.7519000","2018-03-21 00:00:00","96","","CIRCLEK",""
"29979","1401163","CIRCLE K #75"," ","1630 ARTHUR ST","","LOUISVILLE","KY","40217","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2227000","-85.7519000","2018-07-30 00:00:00","97","A","CIRCLEK",""
"29979","1401164","CIRCLE K #75"," ","1630 ARTHUR ST","","LOUISVILLE","KY","40217","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2227000","-85.7519000","2018-07-30 00:00:00","96","","CIRCLEK",""
"30043","1365584","F&Y SUPERMARKET"," ","3801 W MARKET ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2621000","-85.8123000","2018-03-16 00:00:00","95","A","FYSUPERMARKET",""
"30043","1365585","F&Y SUPERMARKET"," ","3801 W MARKET ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2621000","-85.8123000","2018-03-16 00:00:00","95","","FYSUPERMARKET",""
"30043","1411548","F&Y SUPERMARKET"," ","3801 W MARKET ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2621000","-85.8123000","2018-09-10 00:00:00","96","A","FYSUPERMARKET",""
"30043","1411549","F&Y SUPERMARKET"," ","3801 W MARKET ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2621000","-85.8123000","2018-09-10 00:00:00","97","","FYSUPERMARKET",""
"30051","1345462","RITE AID #4629"," ","409 W OAK ST","","LOUISVILLE","KY","40203","PRE-PACKAGED RETAIL","38.2352000","-85.7609000","2017-12-18 00:00:00","97","","RITEAID",""
"30075","1404613","CVS #6199"," ","3130 PORTLAND AVE","","LOUISVILLE","KY","40212","PRE-PACKAGED RETAIL","38.2738780","-85.7994620","2018-08-14 00:00:00","100","","CVS",""
"30085","1347080","SPEEDWAY #9709"," ","4239 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1974000","-85.7077000","2017-12-21 00:00:00","98","A","SPEEDWAY",""
"30085","1347081","SPEEDWAY #9709"," ","4239 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1974000","-85.7077000","2017-12-21 00:00:00","98","","SPEEDWAY",""
"30085","1381550","SPEEDWAY #9709"," ","4239 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1974000","-85.7077000","2018-05-22 00:00:00","97","A","SPEEDWAY",""
"30085","1381551","SPEEDWAY #9709"," ","4239 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1974000","-85.7077000","2018-05-22 00:00:00","97","","SPEEDWAY",""
"30090","1368125","JIM DANDY FOOD MART"," ","4902 POPLAR LEVEL RD","","LOUISVILLE","KY","40219","PRE-PACKAGED RETAIL","38.1709000","-85.6850000","2018-03-28 00:00:00","99","","JIMDANDYFOODMART",""
"30108","1335700","SPEEDWAY #9515"," ","2720 TAYLORSVILLE RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2226000","-85.6691000","2017-11-08 00:00:00","94","A","SPEEDWAY",""
"30108","1335701","SPEEDWAY #9515"," ","2720 TAYLORSVILLE RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2226000","-85.6691000","2017-11-08 00:00:00","94","","SPEEDWAY",""
"30108","1370731","SPEEDWAY #9515"," ","2720 TAYLORSVILLE RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2226000","-85.6691000","2018-04-09 00:00:00","93","A","SPEEDWAY",""
"30108","1370732","SPEEDWAY #9515"," ","2720 TAYLORSVILLE RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2226000","-85.6691000","2018-04-09 00:00:00","98","","SPEEDWAY",""
"30108","1412698","SPEEDWAY #9515"," ","2720 TAYLORSVILLE RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2226000","-85.6691000","2018-09-13 00:00:00","96","A","SPEEDWAY",""
"30108","1412699","SPEEDWAY #9515"," ","2720 TAYLORSVILLE RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2226000","-85.6691000","2018-09-13 00:00:00","96","","SPEEDWAY",""
"30154","1344190","CIRCLE K #117"," ","9619 WHIPPS MILL RD","","LOUISVILLE","KY","40222","PRE-PACKAGED RETAIL","38.2693000","-85.5784000","2017-12-12 00:00:00","100","","CIRCLEK",""
"30162","1361188","CORNER MARKET"," ","358 N 26TH ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2660000","-85.7933000","2018-02-27 00:00:00","94","A","CORNERMARKET",""
"30162","1361189","CORNER MARKET"," ","358 N 26TH ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2660000","-85.7933000","2018-02-27 00:00:00","94","","CORNERMARKET",""
"30162","1400790","CORNER MARKET"," ","358 N 26TH ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2660000","-85.7933000","2018-07-27 00:00:00","95","A","CORNERMARKET",""
"30162","1400791","CORNER MARKET"," ","358 N 26TH ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2660000","-85.7933000","2018-07-27 00:00:00","95","","CORNERMARKET",""
"30165","1349539","DERBY CITY PRODUCE"," ","301 S 18TH ST","","LOUISVILLE","KY","40203","PRE-PACKAGED RETAIL","38.2561000","-85.7801000","2018-01-05 00:00:00","96","","DERBYCITYPRODUCE",""
"30227","1423254","DAIRY MART #3296"," ","309 E ST. CATHERINE ST","","LOUISVILLE","KY","40203","PRE-PACKAGED RETAIL","38.2367000","-85.7507000","2018-10-23 00:00:00","88","","DAIRYMART",""
"30242","1349541","CURTIS MARKET"," ","2720 DUNCAN ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2636000","-85.7967000","2018-01-05 00:00:00","98","A","CURTISMARKET",""
"30242","1349542","CURTIS MARKET"," ","2720 DUNCAN ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2636000","-85.7967000","2018-01-05 00:00:00","98","","CURTISMARKET",""
"30242","1386217","CURTIS MARKET"," ","2720 DUNCAN ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2636000","-85.7967000","2018-06-08 00:00:00","89","C","CURTISMARKET",""
"30242","1386218","CURTIS MARKET"," ","2720 DUNCAN ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2636000","-85.7967000","2018-06-08 00:00:00","98","","CURTISMARKET",""
"30242","1388321","CURTIS MARKET"," ","2720 DUNCAN ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2636000","-85.7967000","2018-06-15 00:00:00","100","A","CURTISMARKET",""
"30245","1345459","AL'S BAIT HOUSE"," ","14216 DIXIE HWY","","LOUISVILLE","KY","40272","PRE-PACKAGED RETAIL","38.0504000","-85.8962000","2017-12-18 00:00:00","97","","ALSBAITHOUSE",""
"30248","1360866","NEWCOMER ACADEMY"," ","3741 PULLIAM DR","","LOUISVILLE","KY","40218","SCHOOL CAFETERIA OR FOOD SERVICE","38.2025714","-85.6431747","2018-02-26 00:00:00","99","A","NEWCOMERACADEMY",""
"30248","1422993","NEWCOMER ACADEMY"," ","3741 PULLIAM DR","","LOUISVILLE","KY","40218","SCHOOL CAFETERIA OR FOOD SERVICE","38.2025714","-85.6431747","2018-10-22 00:00:00","100","A","NEWCOMERACADEMY",""
"30258","1341444","CIRCLE K #110"," ","3001 FERN VALLEY RD","","LOUISVILLE","KY","40213","PRE-PACKAGED RETAIL","38.1575000","-85.7090000","2017-12-04 00:00:00","86","","CIRCLEK",""
"30264","1345999","SPEEDWAY #5043"," ","4417 DIXIE HWY","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1815000","-85.8153000","2017-12-19 00:00:00","95","A","SPEEDWAY",""
"30264","1346000","SPEEDWAY #5043"," ","4417 DIXIE HWY","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1815000","-85.8153000","2017-12-19 00:00:00","97","","SPEEDWAY",""
"30264","1380969","SPEEDWAY #5043"," ","4417 DIXIE HWY","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1815000","-85.8153000","2018-05-21 00:00:00","100","A","SPEEDWAY",""
"30264","1380970","SPEEDWAY #5043"," ","4417 DIXIE HWY","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1815000","-85.8153000","2018-05-21 00:00:00","99","","SPEEDWAY",""
"30337","1360925","PIC PAC"," ","3110 TAYLOR BLVD","","LOUISVILLE","KY","40215","SUPERMARKET WITH PROCESSING","38.2064000","-85.7767000","2018-02-26 00:00:00","94","","PICPAC",""
"30374","1386639","SUGAR AND SPICE"," ","5613 BARDSTOWN RD","","LOUISVILLE","KY","40219","PRE-PACKAGED RETAIL","38.1646000","-85.5977000","2018-06-08 00:00:00","98","","SUGARANDSPICE",""
"30394","1363758","SAM'S CLUB #8276"," ","6622 PRESTON HWY","","LOUISVILLE","KY","40219","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1549000","-85.6998000","2018-03-08 00:00:00","95","A","SAMSCLUB",""
"30394","1363759","SAM'S CLUB #8276"," ","6622 PRESTON HWY","","LOUISVILLE","KY","40219","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1549000","-85.6998000","2018-03-08 00:00:00","85","","SAMSCLUB",""
"30394","1418046","SAM'S CLUB #8276"," ","6622 PRESTON HWY","","LOUISVILLE","KY","40219","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1549000","-85.6998000","2018-10-03 00:00:00","94","A","SAMSCLUB",""
"30394","1418047","SAM'S CLUB #8276"," ","6622 PRESTON HWY","","LOUISVILLE","KY","40219","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1549000","-85.6998000","2018-10-03 00:00:00","93","","SAMSCLUB",""
"30399","1381731","BIG LOTS #175"," ","5318 BARDSTOWN RD","","LOUISVILLE","KY","40291","PRE-PACKAGED RETAIL","38.1664000","-85.6047000","2018-05-23 00:00:00","100","","BIGLOTS",""
"30411","1405904","WALGREENS #12322"," ","808 EASTERN PKWY","","LOUISVILLE","KY","40217","PRE-PACKAGED RETAIL","38.2147000","-85.7417000","2018-08-17 00:00:00","98","","WALGREENS",""
"30425","1355890","BIG LOTS #226"," ","4121 SHELBYVILLE RD","","LOUISVILLE","KY","40205","SUPERMARKET WITH PROCESSING","38.2532000","-85.6459000","2018-02-05 00:00:00","100","","BIGLOTS",""
"30826","1368142","TIMOTHY'S ANGELS"," ","1351 CATALPA ST","","LOUISVILLE","KY","40211","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2347000","-85.8015000","2018-03-28 00:00:00","100","A","TIMOTHYSANGELS",""
"30826","1412713","TIMOTHY'S ANGELS"," ","1351 CATALPA ST","","LOUISVILLE","KY","40211","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2347000","-85.8015000","2018-09-13 00:00:00","100","A","TIMOTHYSANGELS",""
"30917","1340904","BRIGHT HORIZONS @ PLAINVIEW SCHOOL"," ","10320 TIMBERWOOD CIRCLE","","LOUISVILLE","KY","40223","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2346000","-85.5678000","2017-12-01 00:00:00","100","A","BRIGHTHORIZONSPLAINVIEWSCHOOL",""
"30917","1380884","BRIGHT HORIZONS @ PLAINVIEW SCHOOL"," ","10320 TIMBERWOOD CIRCLE","","LOUISVILLE","KY","40223","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2346000","-85.5678000","2018-05-21 00:00:00","98","A","BRIGHTHORIZONSPLAINVIEWSCHOOL",""
"30968","1339370","KIDDIE KAMPUS DAY CARE"," ","3685 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2077000","-85.7147000","2017-11-20 00:00:00","98","A","KIDDIEKAMPUSDAYCARE",""
"30968","1371192","KIDDIE KAMPUS DAY CARE"," ","3685 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2077000","-85.7147000","2018-04-11 00:00:00","100","A","KIDDIEKAMPUSDAYCARE",""
"30968","1424578","KIDDIE KAMPUS DAY CARE"," ","3685 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2077000","-85.7147000","2018-10-29 00:00:00","99","A","KIDDIEKAMPUSDAYCARE",""
"30972","1344034","KINDER CARE"," ","730 ZORN AVE","","LOUISVILLE","KY","40206","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2688000","-85.6930000","2017-12-12 00:00:00","100","A","KINDERCARE",""
"30972","1368423","KINDER CARE"," ","730 ZORN AVE","","LOUISVILLE","KY","40206","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2688000","-85.6930000","2018-03-29 00:00:00","100","A","KINDERCARE",""
"30989","1355074","SOUTHSIDE CHRISTIAN"," ","5804 SOUTHSIDE DR","","LOUISVILLE","KY","40214","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1666000","-85.7651000","2018-02-01 00:00:00","98","A","SOUTHSIDECHRISTIAN",""
"30989","1400221","SOUTHSIDE CHRISTIAN"," ","5804 SOUTHSIDE DR","","LOUISVILLE","KY","40214","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1666000","-85.7651000","2018-07-25 00:00:00","100","A","SOUTHSIDECHRISTIAN",""
"30993","1345447","WEE CARE NURSERY"," ","11616 MAIN ST","","LOUISVILLE","KY","40243","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2447170","-85.5401210","2017-12-18 00:00:00","100","A","WEECARENURSERY",""
"30993","1383956","WEE CARE NURSERY"," ","11616 MAIN ST","","LOUISVILLE","KY","40243","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2447170","-85.5401210","2018-05-31 00:00:00","100","A","WEECARENURSERY",""
"30996","1365282","KIDDIE LAND DAY CARE CENTER"," ","1152 DIXIE HWY","","LOUISVILLE","KY","40210","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2378000","-85.7869000","2018-03-15 00:00:00","100","A","KIDDIELANDDAYCARECENTER",""
"30996","1413658","KIDDIE LAND DAY CARE CENTER"," ","1152 DIXIE HWY","","LOUISVILLE","KY","40210","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2378000","-85.7869000","2018-09-18 00:00:00","97","A","KIDDIELANDDAYCARECENTER",""
"31039","1352998","JOHNSON'S DAY CARE"," ","5533 BRUCE AVE","","LOUISVILLE","KY","40214","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1463000","-85.7822000","2018-01-24 00:00:00","100","A","JOHNSONSDAYCARE",""
"31039","1397584","JOHNSON'S DAY CARE"," ","5533 BRUCE AVE","","LOUISVILLE","KY","40214","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1463000","-85.7822000","2018-07-17 00:00:00","100","A","JOHNSONSDAYCARE",""
"31043","1368103","KINDER CARE LEARN CTR #424"," ","3804 KLONDIKE LN","","LOUISVILLE","KY","40218","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2080000","-85.6382000","2018-03-28 00:00:00","98","A","KINDERCARELEARNCTR",""
"31043","1413630","KINDER CARE LEARN CTR #424"," ","3804 KLONDIKE LN","","LOUISVILLE","KY","40218","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2080000","-85.6382000","2018-09-18 00:00:00","100","A","KINDERCARELEARNCTR",""
"31053","1352989","KINDER CARE"," ","8016 SHELBYVILLE RD","","LOUISVILLE","KY","40222","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2481000","-85.6049000","2018-01-24 00:00:00","98","A","KINDERCARE",""
"31053","1396671","KINDER CARE"," ","8016 SHELBYVILLE RD","","LOUISVILLE","KY","40222","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2481000","-85.6049000","2018-07-12 00:00:00","100","A","KINDERCARE",""
"31071","1353223","KINDER CARE"," ","2990 NEWBURG RD","","LOUISVILLE","KY","40205","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2045000","-85.6929000","2018-01-25 00:00:00","100","A","KINDERCARE",""
"31071","1395878","KINDER CARE"," ","2990 NEWBURG RD","","LOUISVILLE","KY","40205","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2045000","-85.6929000","2018-07-10 00:00:00","98","A","KINDERCARE",""
"31081","1370733","LOU. BAPT HOSP CHILD DEV."," ","4000 KRESGE WAY","","LOUISVILLE","KY","40207","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2381000","-85.6386000","2018-04-09 00:00:00","99","A","LOUBAPTHOSPCHILDDEV",""
"31081","1422977","LOU. BAPT HOSP CHILD DEV."," ","4000 KRESGE WAY","","LOUISVILLE","KY","40207","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2381000","-85.6386000","2018-10-22 00:00:00","100","A","LOUBAPTHOSPCHILDDEV",""
"31097","1353850","KINDER CARE"," ","2013 HERR LN","","LOUISVILLE","KY","40222","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2808000","-85.6247000","2018-01-29 00:00:00","100","A","KINDERCARE",""
"31097","1394270","KINDER CARE"," ","2013 HERR LN","","LOUISVILLE","KY","40222","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2808000","-85.6247000","2018-07-03 00:00:00","100","A","KINDERCARE",""
"31128","1341934","VALLEY VIEW CHURCH CHILD CARE"," ","8911 OLD 3RD STREET RD","","LOUISVILLE","KY","40272","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1160000","-85.8152000","2017-11-29 00:00:00","98","A","VALLEYVIEWCHURCHCHILDCARE",""
"31128","1378673","VALLEY VIEW CHURCH CHILD CARE"," ","8911 OLD 3RD STREET RD","","LOUISVILLE","KY","40272","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1160000","-85.8152000","2018-05-11 00:00:00","98","A","VALLEYVIEWCHURCHCHILDCARE",""
"31145","1339564","ST. JOSEPH CHILD DEV. CTR"," ","2823 FRANKFORT AVE","","LOUISVILLE","KY","40206","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2564000","-85.6896000","2017-11-09 00:00:00","97","A","STJOSEPHCHILDDEVCTR",""
"31145","1374772","ST. JOSEPH CHILD DEV. CTR"," ","2823 FRANKFORT AVE","","LOUISVILLE","KY","40206","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2564000","-85.6896000","2018-04-26 00:00:00","96","C","STJOSEPHCHILDDEVCTR",""
"31145","1376027","ST. JOSEPH CHILD DEV. CTR"," ","2823 FRANKFORT AVE","","LOUISVILLE","KY","40206","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2564000","-85.6896000","2018-05-02 00:00:00","100","A","STJOSEPHCHILDDEVCTR",""
"31189","1355936","MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER"," ","306 ROY WILKINS BLVD","","LOUISVILLE","KY","40203","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2543000","-85.7659000","2018-02-05 00:00:00","98","A","MINIVERSITYDOWNTOWNCHILDDEVELOPMENTCENTER",""
"31189","1413290","MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER"," ","306 ROY WILKINS BLVD","","LOUISVILLE","KY","40203","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2543000","-85.7659000","2018-09-17 00:00:00","100","A","MINIVERSITYDOWNTOWNCHILDDEVELOPMENTCENTER",""
"31202","1356843","CHESTNUT STREET YMCA"," ","930 W CHESTNUT ST","","LOUISVILLE","KY","40203","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2498000","-85.7674000","2018-02-07 00:00:00","100","A","CHESTNUTSTREETYMCA",""
"31202","1395871","CHESTNUT STREET YMCA"," ","930 W CHESTNUT ST","","LOUISVILLE","KY","40203","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2498000","-85.7674000","2018-07-10 00:00:00","100","A","CHESTNUTSTREETYMCA",""
"31203","1351195","MAPLE GROVE DAY CARE"," ","5911 E MANSLICK RD","","LOUISVILLE","KY","40219","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1221000","-85.6519000","2018-01-16 00:00:00","99","A","MAPLEGROVEDAYCARE",""
"31203","1391360","MAPLE GROVE DAY CARE"," ","5911 E MANSLICK RD","","LOUISVILLE","KY","40219","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1221000","-85.6519000","2018-06-25 00:00:00","100","A","MAPLEGROVEDAYCARE",""
"31210","1342402","KEYSTONE LEARNING ACADEMY"," ","1705 S 13TH ST","","LOUISVILLE","KY","40210","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2243000","-85.7769000","2017-12-06 00:00:00","97","A","KEYSTONELEARNINGACADEMY",""
"31210","1383426","KEYSTONE LEARNING ACADEMY"," ","1705 S 13TH ST","","LOUISVILLE","KY","40210","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2243000","-85.7769000","2018-05-29 00:00:00","97","A","KEYSTONELEARNINGACADEMY",""
"31211","1378946","SOUTHSIDE CHRISTIAN #2"," ","4014 TAYLOR BLVD","","LOUISVILLE","KY","40214","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1854000","-85.7844000","2018-05-14 00:00:00","98","A","SOUTHSIDECHRISTIAN",""
